tool,rerun_reason,previous_result_relpath,previous_timeout_type,previous_identity_status,previous_error,global_index,dataset_name,dataset_dir,dataset_rel,family,subgroup,basename,pool,selection_mode,candidate_advantage_side,train_csv,valid_csv,id_test_csv,ood_test_csv,metadata_yaml,formula_py
pyoperon,e1_repair_remaining_20260426,results/W2/pyoperon/iaaccn22/g0025_feynman-bonus.4/result.json,not_timeout,wrong_dataset_collision,,25,feynman-bonus.4,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.4,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.4,srsd,srsd/srsd-feynman_hard_dummy,feynman-bonus.4,A,strict,pysr,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.4/train.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.4/valid.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.4/id_test.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.4/ood_test.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.4/metadata.yaml,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.4/formula.py
pysr,e1_repair_remaining_20260426,results/W3/pysr/iaaccn22/g0025_feynman-bonus.4/result.json,invalid_output,wrong_dataset_collision,"TimeoutError(""算法 'pysr' 的子进程执行超时：action=fit, timeout_in_seconds=3600"")",25,feynman-bonus.4,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.4,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.4,srsd,srsd/srsd-feynman_hard_dummy,feynman-bonus.4,A,strict,pysr,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.4/train.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.4/valid.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.4/id_test.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.4/ood_test.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.4/metadata.yaml,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.4/formula.py
tpsr,e1_repair_remaining_20260426,results/W5/tpsr/iaaccn22/g0025_feynman-bonus.4/result.json,invalid_output,wrong_dataset_collision,"TimeoutError(""算法 'tpsr' 的子进程执行超时：action=fit, timeout_in_seconds=3600"")",25,feynman-bonus.4,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.4,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.4,srsd,srsd/srsd-feynman_hard_dummy,feynman-bonus.4,A,strict,pysr,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.4/train.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.4/valid.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.4/id_test.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.4/ood_test.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.4/metadata.yaml,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.4/formula.py
dso,e1_repair_remaining_20260426,results/W4/dso/iaaccn22/g0026_feynman-bonus.4/result.json,invalid_output,wrong_dataset_collision,"TimeoutError(""算法 'dso' 的子进程执行超时：action=fit, timeout_in_seconds=3600"")",26,feynman-bonus.4,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.4,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.4,srsd,srsd/srsd-feynman_hard,feynman-bonus.4,A,strict,pysr,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.4/train.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.4/valid.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.4/id_test.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.4/ood_test.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.4/metadata.yaml,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.4/formula.py
gplearn,e1_repair_remaining_20260426,results/W1/gplearn/iaaccn22/g0026_feynman-bonus.4/result.json,partial_output,wrong_dataset_collision,"TimeoutError(""算法 'gplearn' 的子进程执行超时：action=fit, timeout_in_seconds=3600"")",26,feynman-bonus.4,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.4,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.4,srsd,srsd/srsd-feynman_hard,feynman-bonus.4,A,strict,pysr,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.4/train.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.4/valid.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.4/id_test.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.4/ood_test.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.4/metadata.yaml,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.4/formula.py
pysr,e1_repair_remaining_20260426,results/W3/pysr/iaaccn22/g0032_feynman-i.41.16/result.json,invalid_output,wrong_dataset_collision,"TimeoutError(""算法 'pysr' 的子进程执行超时：action=fit, timeout_in_seconds=3600"")",32,feynman-i.41.16,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.41.16,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.41.16,srsd,srsd/srsd-feynman_hard_dummy,feynman-i.41.16,A,strict,llmsr,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.41.16/train.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.41.16/valid.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.41.16/id_test.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.41.16/ood_test.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.41.16/metadata.yaml,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-i.41.16/formula.py
dso,e1_repair_remaining_20260426,results/W4/dso/iaaccn23/g0033_feynman-iii.4.33/result.json,unvalidated_expression,exact_match,"ValueError('表达式变量索引越界: x4, 输入维度=2')",33,feynman-iii.4.33,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-iii.4.33,sim-datasets-data/srsd/srsd-feynman_hard/feynman-iii.4.33,srsd,srsd/srsd-feynman_hard,feynman-iii.4.33,A,strict,pysr,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-iii.4.33/train.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-iii.4.33/valid.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-iii.4.33/id_test.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-iii.4.33/ood_test.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-iii.4.33/metadata.yaml,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-iii.4.33/formula.py
gplearn,e1_repair_remaining_20260426,results/W1/gplearn/iaaccn22/g0033_feynman-iii.4.33/result.json,invalid_output,wrong_dataset_collision,"TimeoutError(""算法 'gplearn' 的子进程执行超时：action=fit, timeout_in_seconds=3600"")",33,feynman-iii.4.33,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-iii.4.33,sim-datasets-data/srsd/srsd-feynman_hard/feynman-iii.4.33,srsd,srsd/srsd-feynman_hard,feynman-iii.4.33,A,strict,pysr,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-iii.4.33/train.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-iii.4.33/valid.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-iii.4.33/id_test.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-iii.4.33/ood_test.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-iii.4.33/metadata.yaml,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-iii.4.33/formula.py
llmsr,e1_repair_remaining_20260426,results/W1/llmsr/iaaccn26/g0033_feynman-iii.4.33/result.json,invalid_output,wrong_dataset_collision,,33,feynman-iii.4.33,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-iii.4.33,sim-datasets-data/srsd/srsd-feynman_hard/feynman-iii.4.33,srsd,srsd/srsd-feynman_hard,feynman-iii.4.33,A,strict,pysr,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-iii.4.33/train.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-iii.4.33/valid.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-iii.4.33/id_test.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-iii.4.33/ood_test.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-iii.4.33/metadata.yaml,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-iii.4.33/formula.py
pyoperon,e1_repair_remaining_20260426,results/W2/pyoperon/iaaccn22/g0033_feynman-iii.4.33/result.json,not_timeout,wrong_dataset_collision,,33,feynman-iii.4.33,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-iii.4.33,sim-datasets-data/srsd/srsd-feynman_hard/feynman-iii.4.33,srsd,srsd/srsd-feynman_hard,feynman-iii.4.33,A,strict,pysr,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-iii.4.33/train.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-iii.4.33/valid.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-iii.4.33/id_test.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-iii.4.33/ood_test.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-iii.4.33/metadata.yaml,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-iii.4.33/formula.py
pysr,e1_repair_remaining_20260426,results/W3/pysr/iaaccn22/g0033_feynman-iii.4.33/result.json,invalid_output,wrong_dataset_collision,"TimeoutError(""算法 'pysr' 的子进程执行超时：action=fit, timeout_in_seconds=3600"")",33,feynman-iii.4.33,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-iii.4.33,sim-datasets-data/srsd/srsd-feynman_hard/feynman-iii.4.33,srsd,srsd/srsd-feynman_hard,feynman-iii.4.33,A,strict,pysr,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-iii.4.33/train.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-iii.4.33/valid.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-iii.4.33/id_test.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-iii.4.33/ood_test.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-iii.4.33/metadata.yaml,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-iii.4.33/formula.py
tpsr,e1_repair_remaining_20260426,results/W5/tpsr/iaaccn22/g0033_feynman-iii.4.33/result.json,not_timeout,wrong_dataset_collision,,33,feynman-iii.4.33,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-iii.4.33,sim-datasets-data/srsd/srsd-feynman_hard/feynman-iii.4.33,srsd,srsd/srsd-feynman_hard,feynman-iii.4.33,A,strict,pysr,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-iii.4.33/train.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-iii.4.33/valid.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-iii.4.33/id_test.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-iii.4.33/ood_test.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-iii.4.33/metadata.yaml,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-iii.4.33/formula.py
dso,e1_repair_remaining_20260426,results/W4/dso/iaaccn23/g0034_feynman-iii.4.33/result.json,unvalidated_expression,wrong_dataset_collision,"ValueError('表达式变量索引越界: x4, 输入维度=2')",34,feynman-iii.4.33,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-iii.4.33,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-iii.4.33,srsd,srsd/srsd-feynman_hard_dummy,feynman-iii.4.33,A,strict,pysr,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-iii.4.33/train.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-iii.4.33/valid.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-iii.4.33/id_test.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-iii.4.33/ood_test.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-iii.4.33/metadata.yaml,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-iii.4.33/formula.py
tpsr,e1_repair_remaining_20260426,results/W5/tpsr/iaaccn22/g0039_feynman-ii.11.3/result.json,no_valid_output,exact_match,"TimeoutError(""算法 'tpsr' 的子进程执行超时：action=fit, timeout_in_seconds=3600"")",39,feynman-ii.11.3,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.11.3,sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.11.3,srsd,srsd/srsd-feynman_medium_dummy,feynman-ii.11.3,A,strict,pysr,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.11.3/train.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.11.3/valid.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.11.3/id_test.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.11.3/ood_test.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.11.3/metadata.yaml,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-ii.11.3/formula.py
gplearn,e1_repair_remaining_20260426,results/W1/gplearn/iaaccn22/g0042_feynman-bonus.5/result.json,partial_output,wrong_dataset_collision,"TimeoutError(""算法 'gplearn' 的子进程执行超时：action=fit, timeout_in_seconds=3600"")",42,feynman-bonus.5,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.5,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.5,srsd,srsd/srsd-feynman_hard,feynman-bonus.5,A,strict,pysr,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.5/train.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.5/valid.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.5/id_test.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.5/ood_test.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.5/metadata.yaml,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.5/formula.py
pyoperon,e1_repair_remaining_20260426,results/W2/pyoperon/iaaccn22/g0042_feynman-bonus.5/result.json,not_timeout,wrong_dataset_collision,,42,feynman-bonus.5,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.5,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.5,srsd,srsd/srsd-feynman_hard,feynman-bonus.5,A,strict,pysr,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.5/train.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.5/valid.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.5/id_test.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.5/ood_test.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.5/metadata.yaml,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.5/formula.py
pysr,e1_repair_remaining_20260426,results/W3/pysr/iaaccn22/g0042_feynman-bonus.5/result.json,invalid_output,wrong_dataset_collision,"TimeoutError(""算法 'pysr' 的子进程执行超时：action=fit, timeout_in_seconds=3600"")",42,feynman-bonus.5,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.5,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.5,srsd,srsd/srsd-feynman_hard,feynman-bonus.5,A,strict,pysr,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.5/train.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.5/valid.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.5/id_test.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.5/ood_test.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.5/metadata.yaml,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.5/formula.py
tpsr,e1_repair_remaining_20260426,results/W5/tpsr/iaaccn22/g0042_feynman-bonus.5/result.json,invalid_output,wrong_dataset_collision,"TimeoutError(""算法 'tpsr' 的子进程执行超时：action=fit, timeout_in_seconds=3600"")",42,feynman-bonus.5,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.5,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.5,srsd,srsd/srsd-feynman_hard,feynman-bonus.5,A,strict,pysr,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.5/train.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.5/valid.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.5/id_test.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.5/ood_test.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.5/metadata.yaml,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.5/formula.py
llmsr,e1_repair_remaining_20260426,results/W1/llmsr/iaaccn26/g0044_feynman-bonus.5/result.json,invalid_output,wrong_dataset_collision,,44,feynman-bonus.5,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.5,sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.5,srsd,srsd/srsd-feynman_hard_dummy,feynman-bonus.5,A,strict,pysr,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.5/train.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.5/valid.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.5/id_test.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.5/ood_test.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.5/metadata.yaml,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_hard_dummy/feynman-bonus.5/formula.py
dso,e1_repair_remaining_20260426,results/W4/dso/iaaccn23/g0054_feynman_II_2_42/result.json,partial_output,exact_match,"TimeoutError(""算法 'dso' 的子进程执行超时：action=fit, timeout_in_seconds=3600"")",54,feynman_II_2_42,/home/zhangziwen/sim-datasets-data/srbench1.0/feynman/feynman_II_2_42,sim-datasets-data/srbench1.0/feynman/feynman_II_2_42,srbench1.0,srbench1.0/feynman,feynman_II_2_42,A,strict,pysr,/home/zhangziwen/sim-datasets-data/srbench1.0/feynman/feynman_II_2_42/train.csv,/home/zhangziwen/sim-datasets-data/srbench1.0/feynman/feynman_II_2_42/valid.csv,/home/zhangziwen/sim-datasets-data/srbench1.0/feynman/feynman_II_2_42/id_test.csv,/home/zhangziwen/sim-datasets-data/srbench1.0/feynman/feynman_II_2_42/ood_test.csv,/home/zhangziwen/sim-datasets-data/srbench1.0/feynman/feynman_II_2_42/metadata.yaml,/home/zhangziwen/sim-datasets-data/srbench1.0/feynman/feynman_II_2_42/formula.py
dso,e1_repair_remaining_20260426,results/W4/dso/iaaccn24/g0072_feynman-i.43.31/result.json,unvalidated_expression,exact_match,"ValueError('表达式变量索引越界: x2, 输入维度=2')",72,feynman-i.43.31,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_medium/feynman-i.43.31,sim-datasets-data/srsd/srsd-feynman_medium/feynman-i.43.31,srsd,srsd/srsd-feynman_medium,feynman-i.43.31,A,strict,pysr,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_medium/feynman-i.43.31/train.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_medium/feynman-i.43.31/valid.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_medium/feynman-i.43.31/id_test.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_medium/feynman-i.43.31/ood_test.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_medium/feynman-i.43.31/metadata.yaml,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_medium/feynman-i.43.31/formula.py
pyoperon,e1_repair_remaining_20260426,results/W2/pyoperon/iaaccn23/g0072_feynman-i.43.31/result.json,not_timeout,wrong_dataset_collision,,72,feynman-i.43.31,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_medium/feynman-i.43.31,sim-datasets-data/srsd/srsd-feynman_medium/feynman-i.43.31,srsd,srsd/srsd-feynman_medium,feynman-i.43.31,A,strict,pysr,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_medium/feynman-i.43.31/train.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_medium/feynman-i.43.31/valid.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_medium/feynman-i.43.31/id_test.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_medium/feynman-i.43.31/ood_test.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_medium/feynman-i.43.31/metadata.yaml,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_medium/feynman-i.43.31/formula.py
tpsr,e1_repair_remaining_20260426,results/W5/tpsr/iaaccn23/g0072_feynman-i.43.31/result.json,invalid_output,wrong_dataset_collision,"TimeoutError(""算法 'tpsr' 的子进程执行超时：action=fit, timeout_in_seconds=3600"")",72,feynman-i.43.31,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_medium/feynman-i.43.31,sim-datasets-data/srsd/srsd-feynman_medium/feynman-i.43.31,srsd,srsd/srsd-feynman_medium,feynman-i.43.31,A,strict,pysr,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_medium/feynman-i.43.31/train.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_medium/feynman-i.43.31/valid.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_medium/feynman-i.43.31/id_test.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_medium/feynman-i.43.31/ood_test.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_medium/feynman-i.43.31/metadata.yaml,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_medium/feynman-i.43.31/formula.py
dso,e1_repair_remaining_20260426,results/W4/dso/iaaccn24/g0073_feynman-i.43.31/result.json,unvalidated_expression,wrong_dataset_collision,"ValueError('表达式变量索引越界: x2, 输入维度=2')",73,feynman-i.43.31,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.43.31,sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.43.31,srsd,srsd/srsd-feynman_medium_dummy,feynman-i.43.31,A,strict,pysr,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.43.31/train.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.43.31/valid.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.43.31/id_test.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.43.31/ood_test.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.43.31/metadata.yaml,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.43.31/formula.py
gplearn,e1_repair_remaining_20260426,results/W1/gplearn/iaaccn23/g0073_feynman-i.43.31/result.json,invalid_output,wrong_dataset_collision,"TimeoutError(""算法 'gplearn' 的子进程执行超时：action=fit, timeout_in_seconds=3600"")",73,feynman-i.43.31,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.43.31,sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.43.31,srsd,srsd/srsd-feynman_medium_dummy,feynman-i.43.31,A,strict,pysr,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.43.31/train.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.43.31/valid.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.43.31/id_test.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.43.31/ood_test.csv,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.43.31/metadata.yaml,/home/zhangziwen/sim-datasets-data/srsd/srsd-feynman_medium_dummy/feynman-i.43.31/formula.py
