dataset_dir,field,old_value,new_value,reason
llm-srbench/lsrtransform/II.6.15b_1_0,target.ood_range,null,"[-1031.30902489, 1717.74340273]",computed from ood_test target min/max
llm-srbench/lsrtransform/II.6.15b_3_0,target.ood_range,null,"[0.25141378963, 1.55883398136]",computed from ood_test target min/max
llm-srbench/lsrtransform/II.8.31_1_0,target.ood_range,null,"[-12.5733726969, -0.000682705898242]",computed from ood_test target min/max
llm-srbench/lsrtransform/III.10.19_1_1,target.ood_range,null,"[0.842508155529, 53.4429618476]",computed from ood_test target min/max
llm-srbench/lsrtransform/III.10.19_2_1,target.ood_range,null,"[0.700591125332, 53.4921419151]",computed from ood_test target min/max
llm-srbench/lsrtransform/III.10.19_3_1,target.ood_range,null,"[0.802902064623, 53.3723088287]",computed from ood_test target min/max
llm-srbench/lsrtransform/III.12.43_0_0,target.ood_range,null,"[-0.0101793718689, 31.637690933]",computed from ood_test target min/max
llm-srbench/lsrtransform/III.13.18_0_0,target.ood_range,null,"[-191.757678772, 4528.77380659]",computed from ood_test target min/max
llm-srbench/lsrtransform/III.13.18_1_1,target.ood_range,null,"[0.0134201721558, 60.1982925543]",computed from ood_test target min/max
llm-srbench/lsrtransform/III.15.12_0_0,target.ood_range,null,"[-2659016.05461, 588909486.841]",computed from ood_test target min/max
llm-srbench/lsrtransform/III.15.14_1_0,target.ood_range,null,"[-504251.26866, 347364.975851]",computed from ood_test target min/max
llm-srbench/lsrtransform/III.15.27_1_0,target.ood_range,null,"[-90163.0202977, 1969765.60355]",computed from ood_test target min/max
llm-srbench/lsrtransform/III.15.27_2_0,target.ood_range,null,"[-23105.7607821, 148956.933052]",computed from ood_test target min/max
llm-srbench/lsrtransform/III.17.37_0_0,target.ood_range,null,"[-15.923539887, 16.012711683]",computed from ood_test target min/max
llm-srbench/lsrtransform/III.17.37_1_0,target.ood_range,null,"[-88.3669456685, 79.9155531897]",computed from ood_test target min/max
llm-srbench/lsrtransform/III.19.51_1_0,target.ood_range,null,"[-54.5206352929, -0.289447420384]",computed from ood_test target min/max
llm-srbench/lsrtransform/III.19.51_3_0,target.ood_range,null,"[-918.467371743, -0.00114002591808]",computed from ood_test target min/max
llm-srbench/lsrtransform/III.21.20_2_0,target.ood_range,null,"[-29.7678749189, 721.735080091]",computed from ood_test target min/max
llm-srbench/lsrtransform/III.21.20_3_0,target.ood_range,null,"[-307049.473049, 635706.311431]",computed from ood_test target min/max
llm-srbench/lsrtransform/III.4.33_3_0,target.ood_range,null,"[-0.956590639581, 33.7744163706]",computed from ood_test target min/max
llm-srbench/lsrtransform/III.9.52_0_0,target.ood_range,null,"[-4824794714.53, 1122822694.94]",computed from ood_test target min/max
llm-srbench/lsrtransform/III.9.52_1_0,target.ood_range,null,"[-8066541252.44, 18122112993.9]",computed from ood_test target min/max
nguyen/Nguyen-1,splits.train.ratio,null,8,samples / id_test.samples
nguyen/Nguyen-1,splits.valid.ratio,null,1,samples / id_test.samples
nguyen/Nguyen-1,splits.id_test.ratio,null,1,samples / id_test.samples
nguyen/Nguyen-1,splits.ood_test.ratio,null,100,samples / id_test.samples
nguyen/Nguyen-1,splits.train.nmse,null,0,computed from formula.py and split CSV
nguyen/Nguyen-1,splits.valid.nmse,null,0,computed from formula.py and split CSV
nguyen/Nguyen-1,splits.id_test.nmse,null,0,computed from formula.py and split CSV
nguyen/Nguyen-1,splits.ood_test.nmse,null,0,computed from formula.py and split CSV
nguyen/Nguyen-10,splits.train.ratio,null,8,samples / id_test.samples
nguyen/Nguyen-10,splits.valid.ratio,null,1,samples / id_test.samples
nguyen/Nguyen-10,splits.id_test.ratio,null,1,samples / id_test.samples
nguyen/Nguyen-10,splits.ood_test.ratio,null,100,samples / id_test.samples
nguyen/Nguyen-10,splits.train.nmse,null,0,computed from formula.py and split CSV
nguyen/Nguyen-10,splits.valid.nmse,null,0,computed from formula.py and split CSV
nguyen/Nguyen-10,splits.id_test.nmse,null,0,computed from formula.py and split CSV
nguyen/Nguyen-10,splits.ood_test.nmse,null,0,computed from formula.py and split CSV
nguyen/Nguyen-11,splits.train.ratio,null,8,samples / id_test.samples
nguyen/Nguyen-11,splits.valid.ratio,null,1,samples / id_test.samples
nguyen/Nguyen-11,splits.id_test.ratio,null,1,samples / id_test.samples
nguyen/Nguyen-11,splits.ood_test.ratio,null,100,samples / id_test.samples
nguyen/Nguyen-11,splits.train.nmse,null,0,computed from formula.py and split CSV
nguyen/Nguyen-11,splits.valid.nmse,null,0,computed from formula.py and split CSV
nguyen/Nguyen-11,splits.id_test.nmse,null,0,computed from formula.py and split CSV
nguyen/Nguyen-11,splits.ood_test.nmse,null,0,computed from formula.py and split CSV
nguyen/Nguyen-12,splits.train.ratio,null,8,samples / id_test.samples
nguyen/Nguyen-12,splits.valid.ratio,null,1,samples / id_test.samples
nguyen/Nguyen-12,splits.id_test.ratio,null,1,samples / id_test.samples
nguyen/Nguyen-12,splits.ood_test.ratio,null,100,samples / id_test.samples
nguyen/Nguyen-12,splits.train.nmse,null,0,computed from formula.py and split CSV
nguyen/Nguyen-12,splits.valid.nmse,null,0,computed from formula.py and split CSV
nguyen/Nguyen-12,splits.id_test.nmse,null,0,computed from formula.py and split CSV
nguyen/Nguyen-12,splits.ood_test.nmse,null,0,computed from formula.py and split CSV
nguyen/Nguyen-2,splits.train.ratio,null,8,samples / id_test.samples
nguyen/Nguyen-2,splits.valid.ratio,null,1,samples / id_test.samples
nguyen/Nguyen-2,splits.id_test.ratio,null,1,samples / id_test.samples
nguyen/Nguyen-2,splits.ood_test.ratio,null,100,samples / id_test.samples
nguyen/Nguyen-2,splits.train.nmse,null,0,computed from formula.py and split CSV
nguyen/Nguyen-2,splits.valid.nmse,null,0,computed from formula.py and split CSV
nguyen/Nguyen-2,splits.id_test.nmse,null,0,computed from formula.py and split CSV
nguyen/Nguyen-2,splits.ood_test.nmse,null,0,computed from formula.py and split CSV
nguyen/Nguyen-3,splits.train.ratio,null,8,samples / id_test.samples
nguyen/Nguyen-3,splits.valid.ratio,null,1,samples / id_test.samples
nguyen/Nguyen-3,splits.id_test.ratio,null,1,samples / id_test.samples
nguyen/Nguyen-3,splits.ood_test.ratio,null,100,samples / id_test.samples
nguyen/Nguyen-3,splits.train.nmse,null,0,computed from formula.py and split CSV
nguyen/Nguyen-3,splits.valid.nmse,null,0,computed from formula.py and split CSV
nguyen/Nguyen-3,splits.id_test.nmse,null,0,computed from formula.py and split CSV
nguyen/Nguyen-3,splits.ood_test.nmse,null,0,computed from formula.py and split CSV
nguyen/Nguyen-4,splits.train.ratio,null,8,samples / id_test.samples
nguyen/Nguyen-4,splits.valid.ratio,null,1,samples / id_test.samples
nguyen/Nguyen-4,splits.id_test.ratio,null,1,samples / id_test.samples
nguyen/Nguyen-4,splits.ood_test.ratio,null,100,samples / id_test.samples
nguyen/Nguyen-4,splits.train.nmse,null,0,computed from formula.py and split CSV
nguyen/Nguyen-4,splits.valid.nmse,null,0,computed from formula.py and split CSV
nguyen/Nguyen-4,splits.id_test.nmse,null,0,computed from formula.py and split CSV
nguyen/Nguyen-4,splits.ood_test.nmse,null,0,computed from formula.py and split CSV
nguyen/Nguyen-5,splits.train.ratio,null,8,samples / id_test.samples
nguyen/Nguyen-5,splits.valid.ratio,null,1,samples / id_test.samples
nguyen/Nguyen-5,splits.id_test.ratio,null,1,samples / id_test.samples
nguyen/Nguyen-5,splits.ood_test.ratio,null,100,samples / id_test.samples
nguyen/Nguyen-5,splits.train.nmse,null,0,computed from formula.py and split CSV
nguyen/Nguyen-5,splits.valid.nmse,null,0,computed from formula.py and split CSV
nguyen/Nguyen-5,splits.id_test.nmse,null,0,computed from formula.py and split CSV
nguyen/Nguyen-5,splits.ood_test.nmse,null,0,computed from formula.py and split CSV
nguyen/Nguyen-6,splits.train.ratio,null,8,samples / id_test.samples
nguyen/Nguyen-6,splits.valid.ratio,null,1,samples / id_test.samples
nguyen/Nguyen-6,splits.id_test.ratio,null,1,samples / id_test.samples
nguyen/Nguyen-6,splits.ood_test.ratio,null,100,samples / id_test.samples
nguyen/Nguyen-6,splits.train.nmse,null,0,computed from formula.py and split CSV
nguyen/Nguyen-6,splits.valid.nmse,null,0,computed from formula.py and split CSV
nguyen/Nguyen-6,splits.id_test.nmse,null,0,computed from formula.py and split CSV
nguyen/Nguyen-6,splits.ood_test.nmse,null,0,computed from formula.py and split CSV
nguyen/Nguyen-7,splits.train.ratio,null,8,samples / id_test.samples
nguyen/Nguyen-7,splits.valid.ratio,null,1,samples / id_test.samples
nguyen/Nguyen-7,splits.id_test.ratio,null,1,samples / id_test.samples
nguyen/Nguyen-7,splits.ood_test.ratio,null,100,samples / id_test.samples
nguyen/Nguyen-7,splits.train.nmse,null,0,computed from formula.py and split CSV
nguyen/Nguyen-7,splits.valid.nmse,null,0,computed from formula.py and split CSV
nguyen/Nguyen-7,splits.id_test.nmse,null,0,computed from formula.py and split CSV
nguyen/Nguyen-7,splits.ood_test.nmse,null,0,computed from formula.py and split CSV
nguyen/Nguyen-8,splits.train.ratio,null,8,samples / id_test.samples
nguyen/Nguyen-8,splits.valid.ratio,null,1,samples / id_test.samples
nguyen/Nguyen-8,splits.id_test.ratio,null,1,samples / id_test.samples
nguyen/Nguyen-8,splits.ood_test.ratio,null,100,samples / id_test.samples
nguyen/Nguyen-8,splits.train.nmse,null,0,computed from formula.py and split CSV
nguyen/Nguyen-8,splits.valid.nmse,null,0,computed from formula.py and split CSV
nguyen/Nguyen-8,splits.id_test.nmse,null,0,computed from formula.py and split CSV
nguyen/Nguyen-8,splits.ood_test.nmse,null,0,computed from formula.py and split CSV
nguyen/Nguyen-9,splits.train.ratio,null,8,samples / id_test.samples
nguyen/Nguyen-9,splits.valid.ratio,null,1,samples / id_test.samples
nguyen/Nguyen-9,splits.id_test.ratio,null,1,samples / id_test.samples
nguyen/Nguyen-9,splits.ood_test.ratio,null,100,samples / id_test.samples
nguyen/Nguyen-9,splits.train.nmse,null,0,computed from formula.py and split CSV
nguyen/Nguyen-9,splits.valid.nmse,null,0,computed from formula.py and split CSV
nguyen/Nguyen-9,splits.id_test.nmse,null,0,computed from formula.py and split CSV
nguyen/Nguyen-9,splits.ood_test.nmse,null,0,computed from formula.py and split CSV
srbench2025/blackbox/1028_SWD,splits.train.ratio,null,8,samples / id_test.samples
srbench2025/blackbox/1028_SWD,splits.valid.ratio,null,1,samples / id_test.samples
srbench2025/blackbox/1028_SWD,splits.id_test.ratio,null,1,samples / id_test.samples
srbench2025/blackbox/1028_SWD,splits.ood_test.ratio,null,1.11111111111,samples / id_test.samples
srbench2025/blackbox/1089_USCrime,splits.train.ratio,null,8.5,samples / id_test.samples
srbench2025/blackbox/1089_USCrime,splits.valid.ratio,null,1,samples / id_test.samples
srbench2025/blackbox/1089_USCrime,splits.id_test.ratio,null,1,samples / id_test.samples
srbench2025/blackbox/1089_USCrime,splits.ood_test.ratio,null,1.25,samples / id_test.samples
srbench2025/blackbox/1193_BNG_lowbwt,splits.train.ratio,null,8.00142908181,samples / id_test.samples
srbench2025/blackbox/1193_BNG_lowbwt,splits.valid.ratio,null,1,samples / id_test.samples
srbench2025/blackbox/1193_BNG_lowbwt,splits.id_test.ratio,null,1,samples / id_test.samples
srbench2025/blackbox/1193_BNG_lowbwt,splits.ood_test.ratio,null,1.11111111111,samples / id_test.samples
srbench2025/blackbox/1199_BNG_echoMonths,splits.train.ratio,null,7.99746031746,samples / id_test.samples
srbench2025/blackbox/1199_BNG_echoMonths,splits.valid.ratio,null,1,samples / id_test.samples
srbench2025/blackbox/1199_BNG_echoMonths,splits.id_test.ratio,null,1,samples / id_test.samples
srbench2025/blackbox/1199_BNG_echoMonths,splits.ood_test.ratio,null,1.11111111111,samples / id_test.samples
srbench2025/blackbox/192_vineyard,splits.train.ratio,null,7.2,samples / id_test.samples
srbench2025/blackbox/192_vineyard,splits.valid.ratio,null,1,samples / id_test.samples
srbench2025/blackbox/192_vineyard,splits.id_test.ratio,null,1,samples / id_test.samples
srbench2025/blackbox/192_vineyard,splits.ood_test.ratio,null,1.2,samples / id_test.samples
srbench2025/blackbox/210_cloud,splits.train.ratio,null,7.7,samples / id_test.samples
srbench2025/blackbox/210_cloud,splits.valid.ratio,null,1,samples / id_test.samples
srbench2025/blackbox/210_cloud,splits.id_test.ratio,null,1,samples / id_test.samples
srbench2025/blackbox/210_cloud,splits.ood_test.ratio,null,1.1,samples / id_test.samples
srbench2025/blackbox/522_pm10,splits.train.ratio,null,7.97777777778,samples / id_test.samples
srbench2025/blackbox/522_pm10,splits.valid.ratio,null,1,samples / id_test.samples
srbench2025/blackbox/522_pm10,splits.id_test.ratio,null,1,samples / id_test.samples
srbench2025/blackbox/522_pm10,splits.ood_test.ratio,null,1.13333333333,samples / id_test.samples
srbench2025/blackbox/557_analcatdata_apnea1,splits.train.ratio,null,7.93023255814,samples / id_test.samples
srbench2025/blackbox/557_analcatdata_apnea1,splits.valid.ratio,null,1,samples / id_test.samples
srbench2025/blackbox/557_analcatdata_apnea1,splits.id_test.ratio,null,1,samples / id_test.samples
srbench2025/blackbox/557_analcatdata_apnea1,splits.ood_test.ratio,null,1.11627906977,samples / id_test.samples
srbench2025/blackbox/579_fri_c0_250_5,splits.train.ratio,null,8.22727272727,samples / id_test.samples
srbench2025/blackbox/579_fri_c0_250_5,splits.valid.ratio,null,1,samples / id_test.samples
srbench2025/blackbox/579_fri_c0_250_5,splits.id_test.ratio,null,1,samples / id_test.samples
srbench2025/blackbox/579_fri_c0_250_5,splits.ood_test.ratio,null,1.13636363636,samples / id_test.samples
srbench2025/blackbox/606_fri_c2_1000_10,splits.train.ratio,null,8,samples / id_test.samples
srbench2025/blackbox/606_fri_c2_1000_10,splits.valid.ratio,null,1,samples / id_test.samples
srbench2025/blackbox/606_fri_c2_1000_10,splits.id_test.ratio,null,1,samples / id_test.samples
srbench2025/blackbox/606_fri_c2_1000_10,splits.ood_test.ratio,null,1.11111111111,samples / id_test.samples
srbench2025/blackbox/650_fri_c0_500_50,splits.train.ratio,null,7.97777777778,samples / id_test.samples
srbench2025/blackbox/650_fri_c0_500_50,splits.valid.ratio,null,1,samples / id_test.samples
srbench2025/blackbox/650_fri_c0_500_50,splits.id_test.ratio,null,1,samples / id_test.samples
srbench2025/blackbox/650_fri_c0_500_50,splits.ood_test.ratio,null,1.13333333333,samples / id_test.samples
srbench2025/blackbox/678_visualizing_environmental,splits.train.ratio,null,7.9,samples / id_test.samples
srbench2025/blackbox/678_visualizing_environmental,splits.valid.ratio,null,1,samples / id_test.samples
srbench2025/blackbox/678_visualizing_environmental,splits.id_test.ratio,null,1,samples / id_test.samples
srbench2025/blackbox/678_visualizing_environmental,splits.ood_test.ratio,null,1.2,samples / id_test.samples
srbench2025/firstprinciples/first_principles_absorption,dataset.ground_truth_formula.file,null,"""formula.py""",formula.py exists
srbench2025/firstprinciples/first_principles_absorption,splits.train.ratio,null,10,samples / id_test.samples
srbench2025/firstprinciples/first_principles_absorption,splits.valid.ratio,null,1,samples / id_test.samples
srbench2025/firstprinciples/first_principles_absorption,splits.id_test.ratio,null,1,samples / id_test.samples
srbench2025/firstprinciples/first_principles_absorption,splits.ood_test.ratio,null,2,samples / id_test.samples
srbench2025/firstprinciples/first_principles_absorption,splits.train.nmse,null,0.00688876645594,computed from formula.py and split CSV
srbench2025/firstprinciples/first_principles_absorption,splits.ood_test.nmse,null,0.000485096637224,computed from formula.py and split CSV
srbench2025/firstprinciples/first_principles_bode,dataset.ground_truth_formula.file,null,"""formula.py""",formula.py exists
srbench2025/firstprinciples/first_principles_bode,splits.train.ratio,null,5,samples / id_test.samples
srbench2025/firstprinciples/first_principles_bode,splits.valid.ratio,null,1,samples / id_test.samples
srbench2025/firstprinciples/first_principles_bode,splits.id_test.ratio,null,1,samples / id_test.samples
srbench2025/firstprinciples/first_principles_bode,splits.ood_test.ratio,null,1,samples / id_test.samples
srbench2025/firstprinciples/first_principles_bode,splits.train.nmse,null,0.00330659279152,computed from formula.py and split CSV
srbench2025/firstprinciples/first_principles_hubble,dataset.ground_truth_formula.file,null,"""formula.py""",formula.py exists
srbench2025/firstprinciples/first_principles_hubble,splits.train.ratio,null,7.33333333333,samples / id_test.samples
srbench2025/firstprinciples/first_principles_hubble,splits.valid.ratio,null,1,samples / id_test.samples
srbench2025/firstprinciples/first_principles_hubble,splits.id_test.ratio,null,1,samples / id_test.samples
srbench2025/firstprinciples/first_principles_hubble,splits.ood_test.ratio,null,1.33333333333,samples / id_test.samples
srbench2025/firstprinciples/first_principles_hubble,splits.train.nmse,null,1.99082039475,computed from formula.py and split CSV
srbench2025/firstprinciples/first_principles_hubble,splits.valid.nmse,null,15.1869743566,computed from formula.py and split CSV
srbench2025/firstprinciples/first_principles_hubble,splits.id_test.nmse,null,2.80551862171,computed from formula.py and split CSV
srbench2025/firstprinciples/first_principles_hubble,splits.ood_test.nmse,null,1.46870796869,computed from formula.py and split CSV
srbench2025/firstprinciples/first_principles_ideal_gas,dataset.ground_truth_formula.file,null,"""formula.py""",formula.py exists
srbench2025/firstprinciples/first_principles_ideal_gas,splits.train.ratio,null,6.66666666667,samples / id_test.samples
srbench2025/firstprinciples/first_principles_ideal_gas,splits.valid.ratio,null,1,samples / id_test.samples
srbench2025/firstprinciples/first_principles_ideal_gas,splits.id_test.ratio,null,1,samples / id_test.samples
srbench2025/firstprinciples/first_principles_ideal_gas,splits.ood_test.ratio,null,1.33333333333,samples / id_test.samples
srbench2025/firstprinciples/first_principles_ideal_gas,splits.train.nmse,null,0.00604587154583,computed from formula.py and split CSV
srbench2025/firstprinciples/first_principles_ideal_gas,splits.valid.nmse,null,0.0827497692818,computed from formula.py and split CSV
srbench2025/firstprinciples/first_principles_ideal_gas,splits.id_test.nmse,null,0.00243305568822,computed from formula.py and split CSV
srbench2025/firstprinciples/first_principles_ideal_gas,splits.ood_test.nmse,null,0.000926587812286,computed from formula.py and split CSV
srbench2025/firstprinciples/first_principles_kepler,dataset.ground_truth_formula.file,null,"""formula.py""",formula.py exists
srbench2025/firstprinciples/first_principles_kepler,splits.train.ratio,null,3,samples / id_test.samples
srbench2025/firstprinciples/first_principles_kepler,splits.valid.ratio,null,1,samples / id_test.samples
srbench2025/firstprinciples/first_principles_kepler,splits.id_test.ratio,null,1,samples / id_test.samples
srbench2025/firstprinciples/first_principles_kepler,splits.ood_test.ratio,null,1,samples / id_test.samples
srbench2025/firstprinciples/first_principles_kepler,splits.train.nmse,null,2.2947180112e-07,computed from formula.py and split CSV
srbench2025/firstprinciples/first_principles_leavitt,dataset.ground_truth_formula.file,null,"""formula.py""",formula.py exists
srbench2025/firstprinciples/first_principles_leavitt,splits.train.ratio,null,9.5,samples / id_test.samples
srbench2025/firstprinciples/first_principles_leavitt,splits.valid.ratio,null,1,samples / id_test.samples
srbench2025/firstprinciples/first_principles_leavitt,splits.id_test.ratio,null,1,samples / id_test.samples
srbench2025/firstprinciples/first_principles_leavitt,splits.ood_test.ratio,null,1.5,samples / id_test.samples
srbench2025/firstprinciples/first_principles_leavitt,splits.train.nmse,null,0.0610041439695,computed from formula.py and split CSV
srbench2025/firstprinciples/first_principles_leavitt,splits.valid.nmse,null,12.2737690963,computed from formula.py and split CSV
srbench2025/firstprinciples/first_principles_leavitt,splits.id_test.nmse,null,0.0668095535711,computed from formula.py and split CSV
srbench2025/firstprinciples/first_principles_leavitt,splits.ood_test.nmse,null,0.0634502738367,computed from formula.py and split CSV
srbench2025/firstprinciples/first_principles_newton,dataset.ground_truth_formula.file,null,"""formula.py""",formula.py exists
srbench2025/firstprinciples/first_principles_newton,splits.train.ratio,null,10.5,samples / id_test.samples
srbench2025/firstprinciples/first_principles_newton,splits.valid.ratio,null,1,samples / id_test.samples
srbench2025/firstprinciples/first_principles_newton,splits.id_test.ratio,null,1,samples / id_test.samples
srbench2025/firstprinciples/first_principles_newton,splits.ood_test.ratio,null,2.5,samples / id_test.samples
srbench2025/firstprinciples/first_principles_newton,splits.train.nmse,null,9.55790904421e-05,computed from formula.py and split CSV
srbench2025/firstprinciples/first_principles_newton,splits.valid.nmse,null,0.000190516150021,computed from formula.py and split CSV
srbench2025/firstprinciples/first_principles_newton,splits.id_test.nmse,null,0.0269116875478,computed from formula.py and split CSV
srbench2025/firstprinciples/first_principles_newton,splits.ood_test.nmse,null,8.31894869706e-05,computed from formula.py and split CSV
srbench2025/firstprinciples/first_principles_planck,dataset.ground_truth_formula.file,null,"""formula.py""",formula.py exists
srbench2025/firstprinciples/first_principles_planck,splits.train.ratio,null,8,samples / id_test.samples
srbench2025/firstprinciples/first_principles_planck,splits.valid.ratio,null,1,samples / id_test.samples
srbench2025/firstprinciples/first_principles_planck,splits.id_test.ratio,null,1,samples / id_test.samples
srbench2025/firstprinciples/first_principles_planck,splits.ood_test.ratio,null,1.11111111111,samples / id_test.samples
srbench2025/firstprinciples/first_principles_planck,splits.train.nmse,null,1.87354768246e-07,computed from formula.py and split CSV
srbench2025/firstprinciples/first_principles_planck,splits.valid.nmse,null,4.59358738455e-06,computed from formula.py and split CSV
srbench2025/firstprinciples/first_principles_planck,splits.id_test.nmse,null,5.13434551098e-06,computed from formula.py and split CSV
srbench2025/firstprinciples/first_principles_planck,splits.ood_test.nmse,null,0.000525565597346,computed from formula.py and split CSV
srbench2025/firstprinciples/first_principles_rydberg,dataset.ground_truth_formula.file,null,"""formula.py""",formula.py exists
srbench2025/firstprinciples/first_principles_rydberg,splits.train.ratio,null,9.25,samples / id_test.samples
srbench2025/firstprinciples/first_principles_rydberg,splits.valid.ratio,null,1,samples / id_test.samples
srbench2025/firstprinciples/first_principles_rydberg,splits.id_test.ratio,null,1,samples / id_test.samples
srbench2025/firstprinciples/first_principles_rydberg,splits.ood_test.ratio,null,1.25,samples / id_test.samples
srbench2025/firstprinciples/first_principles_rydberg,splits.train.nmse,null,3.87025303362e-05,computed from formula.py and split CSV
srbench2025/firstprinciples/first_principles_rydberg,splits.valid.nmse,null,1.98557713632e-05,computed from formula.py and split CSV
srbench2025/firstprinciples/first_principles_rydberg,splits.id_test.nmse,null,0.000384751944484,computed from formula.py and split CSV
srbench2025/firstprinciples/first_principles_rydberg,splits.ood_test.nmse,null,1.74743595646e-05,computed from formula.py and split CSV
srbench2025/firstprinciples/first_principles_schechter,dataset.ground_truth_formula.file,null,"""formula.py""",formula.py exists
srbench2025/firstprinciples/first_principles_schechter,splits.train.ratio,null,10,samples / id_test.samples
srbench2025/firstprinciples/first_principles_schechter,splits.valid.ratio,null,1,samples / id_test.samples
srbench2025/firstprinciples/first_principles_schechter,splits.id_test.ratio,null,1,samples / id_test.samples
srbench2025/firstprinciples/first_principles_schechter,splits.ood_test.ratio,null,1.5,samples / id_test.samples
srbench2025/firstprinciples/first_principles_schechter,splits.train.nmse,null,0.00284050110104,computed from formula.py and split CSV
srbench2025/firstprinciples/first_principles_schechter,splits.valid.nmse,null,0.0514014342321,computed from formula.py and split CSV
srbench2025/firstprinciples/first_principles_schechter,splits.id_test.nmse,null,0.0164586097025,computed from formula.py and split CSV
srbench2025/firstprinciples/first_principles_schechter,splits.ood_test.nmse,null,8.21071031216e-05,computed from formula.py and split CSV
srbench2025/firstprinciples/first_principles_supernovae_zr,dataset.ground_truth_formula.file,null,"""formula.py""",formula.py exists
srbench2025/firstprinciples/first_principles_supernovae_zr,splits.train.ratio,null,8.04761904762,samples / id_test.samples
srbench2025/firstprinciples/first_principles_supernovae_zr,splits.valid.ratio,null,1,samples / id_test.samples
srbench2025/firstprinciples/first_principles_supernovae_zr,splits.id_test.ratio,null,1,samples / id_test.samples
srbench2025/firstprinciples/first_principles_supernovae_zr,splits.ood_test.ratio,null,1.19047619048,samples / id_test.samples
srbench2025/firstprinciples/first_principles_supernovae_zr,splits.train.nmse,null,0.0262037202987,computed from formula.py and split CSV
srbench2025/firstprinciples/first_principles_supernovae_zr,splits.valid.nmse,null,0.0151851511287,computed from formula.py and split CSV
srbench2025/firstprinciples/first_principles_supernovae_zr,splits.id_test.nmse,null,0.0176482040755,computed from formula.py and split CSV
srbench2025/firstprinciples/first_principles_supernovae_zr,splits.ood_test.nmse,null,0.078293467732,computed from formula.py and split CSV
srbench2025/firstprinciples/first_principles_tully_fisher,dataset.ground_truth_formula.file,null,"""formula.py""",formula.py exists
srbench2025/firstprinciples/first_principles_tully_fisher,splits.train.ratio,null,6,samples / id_test.samples
srbench2025/firstprinciples/first_principles_tully_fisher,splits.valid.ratio,null,1,samples / id_test.samples
srbench2025/firstprinciples/first_principles_tully_fisher,splits.id_test.ratio,null,1,samples / id_test.samples
srbench2025/firstprinciples/first_principles_tully_fisher,splits.ood_test.ratio,null,1,samples / id_test.samples
srbench2025/firstprinciples/first_principles_tully_fisher,splits.train.nmse,null,0.0828549053204,computed from formula.py and split CSV
srbench2025/firstprinciples/first_principles_tully_fisher,splits.valid.nmse,null,0.873933366115,computed from formula.py and split CSV
srbench2025/firstprinciples/first_principles_tully_fisher,splits.id_test.nmse,null,0.0165921364245,computed from formula.py and split CSV
srbench2025/firstprinciples/first_principles_tully_fisher,splits.ood_test.nmse,null,0.00173043081222,computed from formula.py and split CSV
srsd/srsd-feynman_easy/feynman-i.12.1,target.ood_range,null,"[0.0087890742428, 1.56421590295]",computed from ood_test target min/max
srsd/srsd-feynman_easy/feynman-i.12.4,target.ood_range,null,"[-15208379545600.0, 10862075625700.0]",computed from ood_test target min/max
srsd/srsd-feynman_easy/feynman-i.12.5,target.ood_range,null,"[-156.907009495, 155.766323975]",computed from ood_test target min/max
srsd/srsd-feynman_easy/feynman-i.14.3,target.ood_range,null,"[-12.3297886729, -0.0788309044633]",computed from ood_test target min/max
srsd/srsd-feynman_easy/feynman-i.14.4,target.ood_range,null,"[39.6366927653, 6290.47891745]",computed from ood_test target min/max
srsd/srsd-feynman_easy/feynman-i.18.12,target.ood_range,null,"[-47.0787319837, 45.0973463073]",computed from ood_test target min/max
srsd/srsd-feynman_easy/feynman-i.18.16,target.ood_range,null,"[-551.585453561, 557.410486436]",computed from ood_test target min/max
srsd/srsd-feynman_easy/feynman-i.25.13,target.ood_range,null,"[-214.066974691, 207.704748156]",computed from ood_test target min/max
srsd/srsd-feynman_easy/feynman-i.26.2,target.ood_range,null,"[-4489.15234019, 2325.14479653]",computed from ood_test target min/max
srsd/srsd-feynman_easy/feynman-i.27.6,target.ood_range,null,"[6.87055490745e-05, 0.113690948051]",computed from ood_test target min/max
srsd/srsd-feynman_easy/feynman-i.30.5,target.ood_range,null,"[-1.06744714535e-05, 2.28671745904e-05]",computed from ood_test target min/max
srsd/srsd-feynman_easy/feynman-i.43.16,target.ood_range,null,"[-1.77213398439e-08, 1.01009483789e-08]",computed from ood_test target min/max
srsd/srsd-feynman_easy/feynman-i.47.23,target.ood_range,null,"[0.00145740712238, 0.00575421249021]",computed from ood_test target min/max
srsd/srsd-feynman_easy/feynman-ii.10.9,target.ood_range,null,"[-6980850809.26, 6516414565.01]",computed from ood_test target min/max
srsd/srsd-feynman_easy/feynman-ii.13.17,target.ood_range,null,"[-2.8773719427e-05, 2.98401467057e-05]",computed from ood_test target min/max
srsd/srsd-feynman_easy/feynman-ii.15.4,target.ood_range,null,"[0, 0]",computed from ood_test target min/max
srsd/srsd-feynman_easy/feynman-ii.15.5,target.ood_range,null,"[0, 0]",computed from ood_test target min/max
srsd/srsd-feynman_easy/feynman-ii.2.42,target.ood_range,null,"[-1019.33094758, 1422.96862985]",computed from ood_test target min/max
srsd/srsd-feynman_easy/feynman-ii.27.16,target.ood_range,null,"[1.69077408142e-05, 0.420583503624]",computed from ood_test target min/max
srsd/srsd-feynman_easy/feynman-ii.27.18,target.ood_range,null,"[0, 1.40316578332e-09]",computed from ood_test target min/max
